Accession,Organism_Name,Species,Isolate,Segment,Length,Nuc_Completeness,Country,Host,Collection_Date,isolate_clean,country_clean,isolate_key
MG659894,Rift Valley fever virus,Phlebovirus riftense,SA342/11,L,6404,complete,South Africa,Homo sapiens,2011,SA342/11,South Africa,South Africa | SA342/11
MG659808,Rift Valley fever virus,Phlebovirus riftense,SA342/11,M,3885,complete,South Africa,Homo sapiens,2011,SA342/11,South Africa,South Africa | SA342/11
MG659980,Rift Valley fever virus,Phlebovirus riftense,SA342/11,S,1690,complete,South Africa,Homo sapiens,2011,SA342/11,South Africa,South Africa | SA342/11
MG659850,Rift Valley fever virus,Phlebovirus riftense,SA344/10,L,6404,complete,South Africa,Homo sapiens,2010,SA344/10,South Africa,South Africa | SA344/10
MG659764,Rift Valley fever virus,Phlebovirus riftense,SA344/10,M,3885,complete,South Africa,Homo sapiens,2010,SA344/10,South Africa,South Africa | SA344/10
MG659936,Rift Valley fever virus,Phlebovirus riftense,SA344/10,S,1690,complete,South Africa,Homo sapiens,2010,SA344/10,South Africa,South Africa | SA344/10
KY126676,Rift Valley fever virus,Phlebovirus riftense,SA354/11,L,6404,complete,South Africa,Homo sapiens,2011,SA354/11,South Africa,South Africa | SA354/11
KY126701,Rift Valley fever virus,Phlebovirus riftense,SA354/11,M,3885,complete,South Africa,Homo sapiens,2011,SA354/11,South Africa,South Africa | SA354/11
KY196498,Rift Valley fever virus,Phlebovirus riftense,SA354/11,S,1690,complete,South Africa,Homo sapiens,2011,SA354/11,South Africa,South Africa | SA354/11
MG659895,Rift Valley fever virus,Phlebovirus riftense,SA359/11,L,6404,complete,South Africa,Homo sapiens,2011,SA359/11,South Africa,South Africa | SA359/11
MG659809,Rift Valley fever virus,Phlebovirus riftense,SA359/11,M,3885,complete,South Africa,Homo sapiens,2011,SA359/11,South Africa,South Africa | SA359/11
MG659981,Rift Valley fever virus,Phlebovirus riftense,SA359/11,S,1690,complete,South Africa,Homo sapiens,2011,SA359/11,South Africa,South Africa | SA359/11
HM587097,Rift Valley fever virus,Phlebovirus riftense,SA373/10,M,490,partial,South Africa,Homo sapiens,2010,SA373/10,South Africa,South Africa | SA373/10
MG659851,Rift Valley fever virus,Phlebovirus riftense,SA377/10,L,6404,complete,South Africa,Homo sapiens,2010,SA377/10,South Africa,South Africa | SA377/10
MG659765,Rift Valley fever virus,Phlebovirus riftense,SA377/10,M,3885,complete,South Africa,Homo sapiens,2010,SA377/10,South Africa,South Africa | SA377/10
MG659937,Rift Valley fever virus,Phlebovirus riftense,SA377/10,S,1690,complete,South Africa,Homo sapiens,2010,SA377/10,South Africa,South Africa | SA377/10
MG659896,Rift Valley fever virus,Phlebovirus riftense,SA389/11,L,6404,complete,South Africa,Homo sapiens,2011,SA389/11,South Africa,South Africa | SA389/11
MG659810,Rift Valley fever virus,Phlebovirus riftense,SA389/11,M,3885,complete,South Africa,Homo sapiens,2011,SA389/11,South Africa,South Africa | SA389/11
MG659982,Rift Valley fever virus,Phlebovirus riftense,SA389/11,S,1690,complete,South Africa,Homo sapiens,2011,SA389/11,South Africa,South Africa | SA389/11
MG659852,Rift Valley fever virus,Phlebovirus riftense,SA394/10,L,6404,complete,South Africa,Homo sapiens,2010,SA394/10,South Africa,South Africa | SA394/10
MG659766,Rift Valley fever virus,Phlebovirus riftense,SA394/10,M,3885,complete,South Africa,Homo sapiens,2010,SA394/10,South Africa,South Africa | SA394/10
MG659938,Rift Valley fever virus,Phlebovirus riftense,SA394/10,S,1690,complete,South Africa,Homo sapiens,2010,SA394/10,South Africa,South Africa | SA394/10
MG659853,Rift Valley fever virus,Phlebovirus riftense,SA395/10,L,6404,complete,South Africa,Homo sapiens,2010,SA395/10,South Africa,South Africa | SA395/10
MG659767,Rift Valley fever virus,Phlebovirus riftense,SA395/10,M,3885,complete,South Africa,Homo sapiens,2010,SA395/10,South Africa,South Africa | SA395/10
MG659939,Rift Valley fever virus,Phlebovirus riftense,SA395/10,S,1690,complete,South Africa,Homo sapiens,2010,SA395/10,South Africa,South Africa | SA395/10
HM587096,Rift Valley fever virus,Phlebovirus riftense,SA404/09,M,490,partial,South Africa,Homo sapiens,2009,SA404/09,South Africa,South Africa | SA404/09
MG659854,Rift Valley fever virus,Phlebovirus riftense,SA414/10,L,6404,complete,South Africa,Homo sapiens,2010,SA414/10,South Africa,South Africa | SA414/10
MG659768,Rift Valley fever virus,Phlebovirus riftense,SA414/10,M,3885,complete,South Africa,Homo sapiens,2010,SA414/10,South Africa,South Africa | SA414/10
MG659940,Rift Valley fever virus,Phlebovirus riftense,SA414/10,S,1690,complete,South Africa,Homo sapiens,2010,SA414/10,South Africa,South Africa | SA414/10
MG659855,Rift Valley fever virus,Phlebovirus riftense,SA420/10,L,6404,complete,South Africa,Homo sapiens,2010,SA420/10,South Africa,South Africa | SA420/10
MG659769,Rift Valley fever virus,Phlebovirus riftense,SA420/10,M,3885,complete,South Africa,Homo sapiens,2010,SA420/10,South Africa,South Africa | SA420/10
MG659941,Rift Valley fever virus,Phlebovirus riftense,SA420/10,S,1690,complete,South Africa,Homo sapiens,2010,SA420/10,South Africa,South Africa | SA420/10
HM587095,Rift Valley fever virus,Phlebovirus riftense,SA423/10,M,490,partial,South Africa,Homo sapiens,2010,SA423/10,South Africa,South Africa | SA423/10
MG659856,Rift Valley fever virus,Phlebovirus riftense,SA424/10,L,6404,complete,South Africa,Homo sapiens,2010,SA424/10,South Africa,South Africa | SA424/10
MG659770,Rift Valley fever virus,Phlebovirus riftense,SA424/10,M,3885,complete,South Africa,Homo sapiens,2010,SA424/10,South Africa,South Africa | SA424/10
MG659942,Rift Valley fever virus,Phlebovirus riftense,SA424/10,S,1690,complete,South Africa,Homo sapiens,2010,SA424/10,South Africa,South Africa | SA424/10
MG659857,Rift Valley fever virus,Phlebovirus riftense,SA472/10,L,6404,complete,South Africa,Homo sapiens,2010,SA472/10,South Africa,South Africa | SA472/10
MG659771,Rift Valley fever virus,Phlebovirus riftense,SA472/10,M,3885,complete,South Africa,Homo sapiens,2010,SA472/10,South Africa,South Africa | SA472/10
MG659943,Rift Valley fever virus,Phlebovirus riftense,SA472/10,S,1690,complete,South Africa,Homo sapiens,2010,SA472/10,South Africa,South Africa | SA472/10
MG659858,Rift Valley fever virus,Phlebovirus riftense,SA482/10,L,6404,complete,South Africa,Homo sapiens,2010,SA482/10,South Africa,South Africa | SA482/10
MG659772,Rift Valley fever virus,Phlebovirus riftense,SA482/10,M,3885,complete,South Africa,Homo sapiens,2010,SA482/10,South Africa,South Africa | SA482/10
MG659944,Rift Valley fever virus,Phlebovirus riftense,SA482/10,S,1690,complete,South Africa,Homo sapiens,2010,SA482/10,South Africa,South Africa | SA482/10
MG659859,Rift Valley fever virus,Phlebovirus riftense,SA484/10,L,6404,complete,South Africa,Homo sapiens,2010,SA484/10,South Africa,South Africa | SA484/10
MG659773,Rift Valley fever virus,Phlebovirus riftense,SA484/10,M,3885,complete,South Africa,Homo sapiens,2010,SA484/10,South Africa,South Africa | SA484/10
MG659945,Rift Valley fever virus,Phlebovirus riftense,SA484/10,S,1690,complete,South Africa,Homo sapiens,2010,SA484/10,South Africa,South Africa | SA484/10
KY126677,Rift Valley fever virus,Phlebovirus riftense,SA494/11,L,6404,complete,South Africa,Homo sapiens,2011,SA494/11,South Africa,South Africa | SA494/11
KY126702,Rift Valley fever virus,Phlebovirus riftense,SA494/11,M,3885,complete,South Africa,Homo sapiens,2011,SA494/11,South Africa,South Africa | SA494/11
KY196499,Rift Valley fever virus,Phlebovirus riftense,SA494/11,S,1690,complete,South Africa,Homo sapiens,2011,SA494/11,South Africa,South Africa | SA494/11
MG659860,Rift Valley fever virus,Phlebovirus riftense,SA509/10,L,6404,complete,South Africa,Homo sapiens,2010,SA509/10,South Africa,South Africa | SA509/10
MG659774,Rift Valley fever virus,Phlebovirus riftense,SA509/10,M,3885,complete,South Africa,Homo sapiens,2010,SA509/10,South Africa,South Africa | SA509/10
MG659946,Rift Valley fever virus,Phlebovirus riftense,SA509/10,S,1690,complete,South Africa,Homo sapiens,2010,SA509/10,South Africa,South Africa | SA509/10
HM587125,Rift Valley fever virus,Phlebovirus riftense,SA51,M,490,partial,South Africa,Ovis aries,1951,SA51,South Africa,South Africa | SA51
HM587069,Rift Valley fever virus,Phlebovirus riftense,SA52/08,M,490,partial,South Africa,Homo sapiens,2008,SA52/08,South Africa,South Africa | SA52/08
MG659861,Rift Valley fever virus,Phlebovirus riftense,SA535/10,L,6404,complete,South Africa,Homo sapiens,2010,SA535/10,South Africa,South Africa | SA535/10
MG659775,Rift Valley fever virus,Phlebovirus riftense,SA535/10,M,3885,complete,South Africa,Homo sapiens,2010,SA535/10,South Africa,South Africa | SA535/10
MG659947,Rift Valley fever virus,Phlebovirus riftense,SA535/10,S,1690,complete,South Africa,Homo sapiens,2010,SA535/10,South Africa,South Africa | SA535/10
MG659862,Rift Valley fever virus,Phlebovirus riftense,SA538/10,L,6404,complete,South Africa,Homo sapiens,2010,SA538/10,South Africa,South Africa | SA538/10
MG659776,Rift Valley fever virus,Phlebovirus riftense,SA538/10,M,3885,complete,South Africa,Homo sapiens,2010,SA538/10,South Africa,South Africa | SA538/10
MG659948,Rift Valley fever virus,Phlebovirus riftense,SA538/10,S,1690,complete,South Africa,Homo sapiens,2010,SA538/10,South Africa,South Africa | SA538/10
HM587092,Rift Valley fever virus,Phlebovirus riftense,SA54/10,M,490,partial,South Africa,Homo sapiens,2010,SA54/10,South Africa,South Africa | SA54/10
KY126671,Rift Valley fever virus,Phlebovirus riftense,SA573/10,L,6404,complete,South Africa,Homo sapiens,2010,SA573/10,South Africa,South Africa | SA573/10
KY126696,Rift Valley fever virus,Phlebovirus riftense,SA573/10,M,3885,complete,South Africa,Homo sapiens,2010,SA573/10,South Africa,South Africa | SA573/10
KY196493,Rift Valley fever virus,Phlebovirus riftense,SA573/10,S,1690,complete,South Africa,Homo sapiens,2010,SA573/10,South Africa,South Africa | SA573/10
HM587091,Rift Valley fever virus,Phlebovirus riftense,SA59/10,M,490,partial,South Africa,Homo sapiens,2010,SA59/10,South Africa,South Africa | SA59/10
MG659863,Rift Valley fever virus,Phlebovirus riftense,SA591/10,L,6404,complete,South Africa,Homo sapiens,2010,SA591/10,South Africa,South Africa | SA591/10
MG659777,Rift Valley fever virus,Phlebovirus riftense,SA591/10,M,3885,complete,South Africa,Homo sapiens,2010,SA591/10,South Africa,South Africa | SA591/10
MG659949,Rift Valley fever virus,Phlebovirus riftense,SA591/10,S,1690,complete,South Africa,Homo sapiens,2010,SA591/10,South Africa,South Africa | SA591/10
MG659821,Rift Valley fever virus,Phlebovirus riftense,SA62/10,L,6404,complete,South Africa,Homo sapiens,2010,SA62/10,South Africa,South Africa | SA62/10
MG659735,Rift Valley fever virus,Phlebovirus riftense,SA62/10,M,3885,complete,South Africa,Homo sapiens,2010,SA62/10,South Africa,South Africa | SA62/10
MG659907,Rift Valley fever virus,Phlebovirus riftense,SA62/10,S,1691,complete,South Africa,Homo sapiens,2010,SA62/10,South Africa,South Africa | SA62/10
MG659864,Rift Valley fever virus,Phlebovirus riftense,SA632/10,L,6404,complete,South Africa,Homo sapiens,2010,SA632/10,South Africa,South Africa | SA632/10
MG659778,Rift Valley fever virus,Phlebovirus riftense,SA632/10,M,3885,complete,South Africa,Homo sapiens,2010,SA632/10,South Africa,South Africa | SA632/10
MG659950,Rift Valley fever virus,Phlebovirus riftense,SA632/10,S,1690,complete,South Africa,Homo sapiens,2010,SA632/10,South Africa,South Africa | SA632/10
MG659865,Rift Valley fever virus,Phlebovirus riftense,SA633/10,L,6404,complete,South Africa,Homo sapiens,2010,SA633/10,South Africa,South Africa | SA633/10
MG659779,Rift Valley fever virus,Phlebovirus riftense,SA633/10,M,3885,complete,South Africa,Homo sapiens,2010,SA633/10,South Africa,South Africa | SA633/10
MG659951,Rift Valley fever virus,Phlebovirus riftense,SA633/10,S,1690,complete,South Africa,Homo sapiens,2010,SA633/10,South Africa,South Africa | SA633/10
MG659866,Rift Valley fever virus,Phlebovirus riftense,SA635/10,L,6404,complete,South Africa,Homo sapiens,2010,SA635/10,South Africa,South Africa | SA635/10
MG659780,Rift Valley fever virus,Phlebovirus riftense,SA635/10,M,3885,complete,South Africa,Homo sapiens,2010,SA635/10,South Africa,South Africa | SA635/10
MG659952,Rift Valley fever virus,Phlebovirus riftense,SA635/10,S,1690,complete,South Africa,Homo sapiens,2010,SA635/10,South Africa,South Africa | SA635/10
MG659867,Rift Valley fever virus,Phlebovirus riftense,SA638/10,L,6404,complete,South Africa,Homo sapiens,2010,SA638/10,South Africa,South Africa | SA638/10
MG659781,Rift Valley fever virus,Phlebovirus riftense,SA638/10,M,3885,complete,South Africa,Homo sapiens,2010,SA638/10,South Africa,South Africa | SA638/10
MG659953,Rift Valley fever virus,Phlebovirus riftense,SA638/10,S,1690,complete,South Africa,Homo sapiens,2010,SA638/10,South Africa,South Africa | SA638/10
MG659868,Rift Valley fever virus,Phlebovirus riftense,SA665/10,L,6404,complete,South Africa,Homo sapiens,2010,SA665/10,South Africa,South Africa | SA665/10
MG659782,Rift Valley fever virus,Phlebovirus riftense,SA665/10,M,3885,complete,South Africa,Homo sapiens,2010,SA665/10,South Africa,South Africa | SA665/10
MG659954,Rift Valley fever virus,Phlebovirus riftense,SA665/10,S,1691,complete,South Africa,Homo sapiens,2010,SA665/10,South Africa,South Africa | SA665/10
MG659890,Rift Valley fever virus,Phlebovirus riftense,SA67/11,L,6404,complete,South Africa,Homo sapiens,2011,SA67/11,South Africa,South Africa | SA67/11
MG659804,Rift Valley fever virus,Phlebovirus riftense,SA67/11,M,3885,complete,South Africa,Homo sapiens,2011,SA67/11,South Africa,South Africa | SA67/11
MG659976,Rift Valley fever virus,Phlebovirus riftense,SA67/11,S,1690,complete,South Africa,Homo sapiens,2011,SA67/11,South Africa,South Africa | SA67/11
MG659869,Rift Valley fever virus,Phlebovirus riftense,SA705/10,L,6404,complete,South Africa,Homo sapiens,2010,SA705/10,South Africa,South Africa | SA705/10
MG659783,Rift Valley fever virus,Phlebovirus riftense,SA705/10,M,3885,complete,South Africa,Homo sapiens,2010,SA705/10,South Africa,South Africa | SA705/10
MG659955,Rift Valley fever virus,Phlebovirus riftense,SA705/10,S,1691,complete,South Africa,Homo sapiens,2010,SA705/10,South Africa,South Africa | SA705/10
MG659823,Rift Valley fever virus,Phlebovirus riftense,SA71/10,L,6404,complete,South Africa,Homo sapiens,2010,SA71/10,South Africa,South Africa | SA71/10
MG659737,Rift Valley fever virus,Phlebovirus riftense,SA71/10,M,3885,complete,South Africa,Homo sapiens,2010,SA71/10,South Africa,South Africa | SA71/10
MG659909,Rift Valley fever virus,Phlebovirus riftense,SA71/10,S,1690,complete,South Africa,Homo sapiens,2010,SA71/10,South Africa,South Africa | SA71/10
MG659870,Rift Valley fever virus,Phlebovirus riftense,SA746/10,L,6404,complete,South Africa,Homo sapiens,2010,SA746/10,South Africa,South Africa | SA746/10
MG659784,Rift Valley fever virus,Phlebovirus riftense,SA746/10,M,3885,complete,South Africa,Homo sapiens,2010,SA746/10,South Africa,South Africa | SA746/10
MG659956,Rift Valley fever virus,Phlebovirus riftense,SA746/10,S,1690,complete,South Africa,Homo sapiens,2010,SA746/10,South Africa,South Africa | SA746/10
MG659824,Rift Valley fever virus,Phlebovirus riftense,SA76/10,L,6404,complete,South Africa,Homo sapiens,2010,SA76/10,South Africa,South Africa | SA76/10
MG659738,Rift Valley fever virus,Phlebovirus riftense,SA76/10,M,3885,complete,South Africa,Homo sapiens,2010,SA76/10,South Africa,South Africa | SA76/10
MG659910,Rift Valley fever virus,Phlebovirus riftense,SA76/10,S,1690,complete,South Africa,Homo sapiens,2010,SA76/10,South Africa,South Africa | SA76/10
MG659871,Rift Valley fever virus,Phlebovirus riftense,SA770/10,L,6404,complete,South Africa,Homo sapiens,2010,SA770/10,South Africa,South Africa | SA770/10
MG659785,Rift Valley fever virus,Phlebovirus riftense,SA770/10,M,3885,complete,South Africa,Homo sapiens,2010,SA770/10,South Africa,South Africa | SA770/10
MG659957,Rift Valley fever virus,Phlebovirus riftense,SA770/10,S,1690,complete,South Africa,Homo sapiens,2010,SA770/10,South Africa,South Africa | SA770/10
MG659825,Rift Valley fever virus,Phlebovirus riftense,SA79/10,L,6404,complete,South Africa,Homo sapiens,2010,SA79/10,South Africa,South Africa | SA79/10
MG659739,Rift Valley fever virus,Phlebovirus riftense,SA79/10,M,3885,complete,South Africa,Homo sapiens,2010,SA79/10,South Africa,South Africa | SA79/10
MG659911,Rift Valley fever virus,Phlebovirus riftense,SA79/10,S,1690,complete,South Africa,Homo sapiens,2010,SA79/10,South Africa,South Africa | SA79/10
MG659826,Rift Valley fever virus,Phlebovirus riftense,SA85/10,L,6404,complete,South Africa,Homo sapiens,2010,SA85/10,South Africa,South Africa | SA85/10
MG659740,Rift Valley fever virus,Phlebovirus riftense,SA85/10,M,3885,complete,South Africa,Homo sapiens,2010,SA85/10,South Africa,South Africa | SA85/10
MG659912,Rift Valley fever virus,Phlebovirus riftense,SA85/10,S,1690,complete,South Africa,Homo sapiens,2010,SA85/10,South Africa,South Africa | SA85/10
MG659872,Rift Valley fever virus,Phlebovirus riftense,SA918/10,L,6404,complete,South Africa,Homo sapiens,2010,SA918/10,South Africa,South Africa | SA918/10
MG659786,Rift Valley fever virus,Phlebovirus riftense,SA918/10,M,3885,complete,South Africa,Homo sapiens,2010,SA918/10,South Africa,South Africa | SA918/10
MG659958,Rift Valley fever virus,Phlebovirus riftense,SA918/10,S,1690,complete,South Africa,Homo sapiens,2010,SA918/10,South Africa,South Africa | SA918/10
MG659828,Rift Valley fever virus,Phlebovirus riftense,SA93/10,L,6404,complete,South Africa,Homo sapiens,2010,SA93/10,South Africa,South Africa | SA93/10
MG659742,Rift Valley fever virus,Phlebovirus riftense,SA93/10,M,3885,complete,South Africa,Homo sapiens,2010,SA93/10,South Africa,South Africa | SA93/10
MG659914,Rift Valley fever virus,Phlebovirus riftense,SA93/10,S,1690,complete,South Africa,Homo sapiens,2010,SA93/10,South Africa,South Africa | SA93/10
MG659829,Rift Valley fever virus,Phlebovirus riftense,SA95/10,L,6404,complete,South Africa,Homo sapiens,2010,SA95/10,South Africa,South Africa | SA95/10
MG659743,Rift Valley fever virus,Phlebovirus riftense,SA95/10,M,3885,complete,South Africa,Homo sapiens,2010,SA95/10,South Africa,South Africa | SA95/10
MG659915,Rift Valley fever virus,Phlebovirus riftense,SA95/10,S,1690,complete,South Africa,Homo sapiens,2010,SA95/10,South Africa,South Africa | SA95/10
KY126672,Rift Valley fever virus,Phlebovirus riftense,SA982/10,L,6404,complete,South Africa,Homo sapiens,2010,SA982/10,South Africa,South Africa | SA982/10
KY126697,Rift Valley fever virus,Phlebovirus riftense,SA982/10,M,3885,complete,South Africa,Homo sapiens,2010,SA982/10,South Africa,South Africa | SA982/10
KY196494,Rift Valley fever virus,Phlebovirus riftense,SA982/10,S,1691,complete,South Africa,Homo sapiens,2010,SA982/10,South Africa,South Africa | SA982/10
MG659831,Rift Valley fever virus,Phlebovirus riftense,SPU100/10,L,6404,complete,South Africa,Homo sapiens,2010,SPU100/10,South Africa,South Africa | SPU100/10
MG659745,Rift Valley fever virus,Phlebovirus riftense,SPU100/10,M,3885,complete,South Africa,Homo sapiens,2010,SPU100/10,South Africa,South Africa | SPU100/10
MG659917,Rift Valley fever virus,Phlebovirus riftense,SPU100/10,S,1690,complete,South Africa,Homo sapiens,2010,SPU100/10,South Africa,South Africa | SPU100/10
KY126665,Rift Valley fever virus,Phlebovirus riftense,SPU105/10,L,6404,complete,South Africa,Homo sapiens,2010,SPU105/10,South Africa,South Africa | SPU105/10
KY126690,Rift Valley fever virus,Phlebovirus riftense,SPU105/10,M,3885,complete,South Africa,Homo sapiens,2010,SPU105/10,South Africa,South Africa | SPU105/10
KY196487,Rift Valley fever virus,Phlebovirus riftense,SPU105/10,S,1690,complete,South Africa,Homo sapiens,2010,SPU105/10,South Africa,South Africa | SPU105/10
MG659836,Rift Valley fever virus,Phlebovirus riftense,SPU126/10,L,6404,complete,South Africa,Homo sapiens,2010,SPU126/10,South Africa,South Africa | SPU126/10
MG659750,Rift Valley fever virus,Phlebovirus riftense,SPU126/10,M,3885,complete,South Africa,Homo sapiens,2010,SPU126/10,South Africa,South Africa | SPU126/10
MG659922,Rift Valley fever virus,Phlebovirus riftense,SPU126/10,S,1690,complete,South Africa,Homo sapiens,2010,SPU126/10,South Africa,South Africa | SPU126/10
KY126681,Rift Valley fever virus,Phlebovirus riftense,SPU142/08,L,6404,complete,South Africa,Bos taurus,2008,SPU142/08,South Africa,South Africa | SPU142/08
KY126706,Rift Valley fever virus,Phlebovirus riftense,SPU142/08,M,3885,complete,South Africa,Bos taurus,2008,SPU142/08,South Africa,South Africa | SPU142/08
KY196503,Rift Valley fever virus,Phlebovirus riftense,SPU142/08,S,1692,complete,South Africa,Bos taurus,2008,SPU142/08,South Africa,South Africa | SPU142/08
KY126682,Rift Valley fever virus,Phlebovirus riftense,SPU152/08,L,6404,complete,South Africa,Homo sapiens,2008,SPU152/08,South Africa,South Africa | SPU152/08
KY126707,Rift Valley fever virus,Phlebovirus riftense,SPU152/08,M,3885,complete,South Africa,Homo sapiens,2008,SPU152/08,South Africa,South Africa | SPU152/08
KY196504,Rift Valley fever virus,Phlebovirus riftense,SPU152/08,S,1692,complete,South Africa,Homo sapiens,2008,SPU152/08,South Africa,South Africa | SPU152/08
KY126667,Rift Valley fever virus,Phlebovirus riftense,SPU162/10,L,6404,complete,South Africa,Homo sapiens,2010,SPU162/10,South Africa,South Africa | SPU162/10
KY126692,Rift Valley fever virus,Phlebovirus riftense,SPU162/10,M,3885,complete,South Africa,Homo sapiens,2010,SPU162/10,South Africa,South Africa | SPU162/10
KY196489,Rift Valley fever virus,Phlebovirus riftense,SPU162/10,S,1690,complete,South Africa,Homo sapiens,2010,SPU162/10,South Africa,South Africa | SPU162/10
KY126684,Rift Valley fever virus,Phlebovirus riftense,SPU404/09,L,6404,complete,South Africa,Homo sapiens,2009,SPU404/09,South Africa,South Africa | SPU404/09
KY126709,Rift Valley fever virus,Phlebovirus riftense,SPU404/09,M,3885,complete,South Africa,Homo sapiens,2009,SPU404/09,South Africa,South Africa | SPU404/09
KY196506,Rift Valley fever virus,Phlebovirus riftense,SPU404/09,S,1690,complete,South Africa,Homo sapiens,2009,SPU404/09,South Africa,South Africa | SPU404/09
KY126689,Rift Valley fever virus,Phlebovirus riftense,SPU52/99/1,L,6404,complete,South Africa,Syncerus caffer,1999,SPU52/99/1,South Africa,South Africa | SPU52/99/1
KY126714,Rift Valley fever virus,Phlebovirus riftense,SPU52/99/1,M,3885,complete,South Africa,Syncerus caffer,1999,SPU52/99/1,South Africa,South Africa | SPU52/99/1
KY196511,Rift Valley fever virus,Phlebovirus riftense,SPU52/99/1,S,1690,complete,South Africa,Syncerus caffer,1999,SPU52/99/1,South Africa,South Africa | SPU52/99/1
HM587048,Rift Valley fever virus,Phlebovirus riftense,SPU52/99/2,M,490,partial,South Africa,Syncerus caffer,1999,SPU52/99/2,South Africa,South Africa | SPU52/99/2
HM587049,Rift Valley fever virus,Phlebovirus riftense,SPU52/99/3,M,490,partial,South Africa,Syncerus caffer,1999,SPU52/99/3,South Africa,South Africa | SPU52/99/3
HM587047,Rift Valley fever virus,Phlebovirus riftense,SPU52/99/5,M,490,partial,South Africa,Syncerus caffer,1999,SPU52/99/5,South Africa,South Africa | SPU52/99/5
MG659820,Rift Valley fever virus,Phlebovirus riftense,SPU59/10,L,6404,complete,South Africa,Homo sapiens,2010,SPU59/10,South Africa,South Africa | SPU59/10
MG659734,Rift Valley fever virus,Phlebovirus riftense,SPU59/10,M,3885,complete,South Africa,Homo sapiens,2010,SPU59/10,South Africa,South Africa | SPU59/10
MG659906,Rift Valley fever virus,Phlebovirus riftense,SPU59/10,S,1690,complete,South Africa,Homo sapiens,2010,SPU59/10,South Africa,South Africa | SPU59/10
MG659822,Rift Valley fever virus,Phlebovirus riftense,SPU68/10,L,6404,complete,South Africa,Homo sapiens,2010,SPU68/10,South Africa,South Africa | SPU68/10
MG659736,Rift Valley fever virus,Phlebovirus riftense,SPU68/10,M,3885,complete,South Africa,Homo sapiens,2010,SPU68/10,South Africa,South Africa | SPU68/10
MG659908,Rift Valley fever virus,Phlebovirus riftense,SPU68/10,S,1690,complete,South Africa,Homo sapiens,2010,SPU68/10,South Africa,South Africa | SPU68/10
KY126679,Rift Valley fever virus,Phlebovirus riftense,SPU77/08,L,6404,complete,South Africa,Syncerus caffer,2008,SPU77/08,South Africa,South Africa | SPU77/08
KY126704,Rift Valley fever virus,Phlebovirus riftense,SPU77/08,M,3885,complete,South Africa,Syncerus caffer,2008,SPU77/08,South Africa,South Africa | SPU77/08
KY196501,Rift Valley fever virus,Phlebovirus riftense,SPU77/08,S,1689,complete,South Africa,Syncerus caffer,2008,SPU77/08,South Africa,South Africa | SPU77/08
KY126683,Rift Valley fever virus,Phlebovirus riftense,SPU86/09,L,6404,complete,South Africa,Bos taurus,2009,SPU86/09,South Africa,South Africa | SPU86/09
KY126708,Rift Valley fever virus,Phlebovirus riftense,SPU86/09,M,3885,complete,South Africa,Bos taurus,2009,SPU86/09,South Africa,South Africa | SPU86/09
KY196505,Rift Valley fever virus,Phlebovirus riftense,SPU86/09,S,1689,complete,South Africa,Bos taurus,2009,SPU86/09,South Africa,South Africa | SPU86/09
MG659827,Rift Valley fever virus,Phlebovirus riftense,SPU86/10,L,6404,complete,South Africa,Homo sapiens,2010,SPU86/10,South Africa,South Africa | SPU86/10
MG659741,Rift Valley fever virus,Phlebovirus riftense,SPU86/10,M,3885,complete,South Africa,Homo sapiens,2010,SPU86/10,South Africa,South Africa | SPU86/10
MG659913,Rift Valley fever virus,Phlebovirus riftense,SPU86/10,S,1690,complete,South Africa,Homo sapiens,2010,SPU86/10,South Africa,South Africa | SPU86/10
MG659830,Rift Valley fever virus,Phlebovirus riftense,SPU97/10,L,6404,complete,South Africa,Homo sapiens,2010,SPU97/10,South Africa,South Africa | SPU97/10
MG659744,Rift Valley fever virus,Phlebovirus riftense,SPU97/10,M,3885,complete,South Africa,Homo sapiens,2010,SPU97/10,South Africa,South Africa | SPU97/10
MG659916,Rift Valley fever virus,Phlebovirus riftense,SPU97/10,S,1690,complete,South Africa,Homo sapiens,2010,SPU97/10,South Africa,South Africa | SPU97/10
JQ820472,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,partial,Sudan,Homo sapiens,2007,ACCESSION_JQ820472,Sudan,Sudan | ACCESSION_JQ820472
JQ820473,Rift Valley fever virus,Phlebovirus riftense,NA,S,1690,partial,Sudan,Homo sapiens,2010-10,ACCESSION_JQ820473,Sudan,Sudan | ACCESSION_JQ820473
JQ820474,Rift Valley fever virus,Phlebovirus riftense,NA,S,1690,partial,Sudan,Homo sapiens,2010-10,ACCESSION_JQ820474,Sudan,Sudan | ACCESSION_JQ820474
JQ820475,Rift Valley fever virus,Phlebovirus riftense,NA,S,1690,partial,Sudan,Homo sapiens,2010-10,ACCESSION_JQ820475,Sudan,Sudan | ACCESSION_JQ820475
JQ820476,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,partial,Sudan,Homo sapiens,2010-10,ACCESSION_JQ820476,Sudan,Sudan | ACCESSION_JQ820476
JQ820477,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,partial,Sudan,Homo sapiens,2010-10,ACCESSION_JQ820477,Sudan,Sudan | ACCESSION_JQ820477
JQ820478,Rift Valley fever virus,Phlebovirus riftense,NA,S,1690,partial,Sudan,Homo sapiens,2007-11,ACCESSION_JQ820478,Sudan,Sudan | ACCESSION_JQ820478
